"taxon"	"run"	"eee_run"	"count_type"	"cutoff_type"	"cutoff"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"duplicate_bin_records"	"remaining_dups"	"remaining_dup_records"	"false_pos"	"false_neg"	"finbol_clusters"	"removed_finbol_clusters"	"spp_in_known"	"found_spp_in_known"	"clusters_in_known"	"spurious"	"remaining_spurious"	"false_pos_finbol"	"false_neg_spurious"	"false_pos_comb"	"false_neg_comb"
"Hymenoptera"	194	10	"raw"	"max"	6	14315	3448	5452	234	338	445	137	158	0.0429200293470286	0.405325443786982	778	9	28	12	14	2	1	0.0115681233933162	0.5	0.0390048154093098	0.405882352941176
"Hymenoptera"	195	10	"raw"	"max"	7	14315	3594	5452	263	338	445	133	154	0.0482391782831988	0.393491124260355	778	12	28	12	14	2	1	0.0154241645244216	0.5	0.0441412520064205	0.394117647058824
"Hymenoptera"	196	10	"raw"	"max"	8	14315	3722	5452	286	338	445	130	150	0.0524578136463683	0.384615384615385	778	14	28	12	14	2	1	0.0179948586118252	0.5	0.0481540930979133	0.385294117647059
"Hymenoptera"	197	10	"raw"	"max"	9	14315	3859	5452	317	338	445	128	148	0.0581438004402054	0.378698224852071	778	14	28	12	14	2	1	0.0179948586118252	0.5	0.0531300160513644	0.379411764705882
"Hymenoptera"	198	10	"raw"	"max"	10	14315	3978	5452	340	338	445	128	147	0.0623624358033749	0.378698224852071	778	15	28	12	14	2	0	0.019280205655527	0	0.0569823434991974	0.376470588235294
"Hymenoptera"	199	11	"raw"	"max"	2	14315	3066	5452	155	338	445	150	168	0.0284299339691856	0.443786982248521	778	4	28	12	14	2	1	0.0051413881748072	0.5	0.0255216693418941	0.444117647058824
"Hymenoptera"	200	11	"raw"	"max"	3	14315	3115	5452	166	338	445	149	167	0.0304475421863536	0.440828402366864	778	4	28	12	14	2	1	0.0051413881748072	0.5	0.0272873194221509	0.441176470588235
"Hymenoptera"	201	11	"raw"	"max"	4	14315	3201	5452	176	338	445	146	164	0.0322817314746882	0.431952662721893	778	5	28	12	14	2	1	0.006426735218509	0.5	0.0290529695024077	0.432352941176471
"Hymenoptera"	202	11	"raw"	"max"	5	14315	3307	5452	196	338	445	143	161	0.0359501100513573	0.423076923076923	778	6	28	12	14	2	1	0.0077120822622108	0.5	0.0324237560192616	0.423529411764706
"Hymenoptera"	203	11	"raw"	"max"	6	14315	3430	5452	214	338	445	142	159	0.0392516507703595	0.420118343195266	778	7	28	12	14	2	1	0.0089974293059126	0.5	0.0354735152487962	0.420588235294118
"Hymenoptera"	204	11	"raw"	"max"	7	14315	3570	5452	243	338	445	139	156	0.0445707997065297	0.411242603550296	778	10	28	12	14	2	1	0.012853470437018	0.5	0.0406099518459069	0.411764705882353
"Hymenoptera"	205	11	"raw"	"max"	8	14315	3700	5452	267	338	445	136	152	0.0489728539985326	0.402366863905325	778	12	28	12	14	2	1	0.0154241645244216	0.5	0.0447833065810594	0.402941176470588
"Hymenoptera"	206	11	"raw"	"max"	9	14315	3835	5452	298	338	445	134	150	0.0546588407923698	0.396449704142012	778	12	28	12	14	2	1	0.0154241645244216	0.5	0.0497592295345104	0.397058823529412
"Hymenoptera"	207	11	"raw"	"max"	10	14315	3955	5452	322	338	445	133	149	0.0590608950843727	0.393491124260355	778	13	28	12	14	2	0	0.0167095115681234	0	0.0537720706260032	0.391176470588235
"Hymenoptera"	208	12	"raw"	"max"	2	14315	3126	5452	176	338	445	143	161	0.0322817314746882	0.423076923076923	778	6	28	12	14	2	1	0.0077120822622108	0.5	0.0292134831460674	0.423529411764706
"Hymenoptera"	209	12	"raw"	"max"	3	14315	3174	5452	187	338	445	142	160	0.0342993396918562	0.420118343195266	778	6	28	12	14	2	1	0.0077120822622108	0.5	0.0309791332263242	0.420588235294118
"Hymenoptera"	210	12	"raw"	"max"	4	14315	3261	5452	197	338	445	139	157	0.0361335289801908	0.411242603550296	778	7	28	12	14	2	1	0.0089974293059126	0.5	0.0327447833065811	0.411764705882353
"Hymenoptera"	211	12	"raw"	"max"	5	14315	3367	5452	216	338	445	136	154	0.0396184886280264	0.402366863905325	778	8	28	12	14	2	1	0.0102827763496144	0.5	0.0359550561797753	0.402941176470588
"Hymenoptera"	212	12	"raw"	"max"	6	14315	3490	5452	234	338	445	135	152	0.0429200293470286	0.399408284023669	778	9	28	12	14	2	1	0.0115681233933162	0.5	0.0390048154093098	0.4
"Hymenoptera"	213	12	"raw"	"max"	7	14315	3636	5452	263	338	445	131	148	0.0482391782831988	0.387573964497041	778	12	28	12	14	2	1	0.0154241645244216	0.5	0.0441412520064205	0.388235294117647
"Hymenoptera"	214	12	"raw"	"max"	8	14315	3764	5452	286	338	445	128	144	0.0524578136463683	0.378698224852071	778	14	28	12	14	2	1	0.0179948586118252	0.5	0.0481540930979133	0.379411764705882
"Hymenoptera"	215	12	"raw"	"max"	9	14315	3900	5452	317	338	445	126	142	0.0581438004402054	0.372781065088757	778	14	28	12	14	2	1	0.0179948586118252	0.5	0.0531300160513644	0.373529411764706
"Hymenoptera"	216	12	"raw"	"max"	10	14315	4015	5452	340	338	445	126	141	0.0623624358033749	0.372781065088757	778	15	28	12	14	2	0	0.019280205655527	0	0.0569823434991974	0.370588235294118
"Coleoptera"	1	1	"calibrated"	"sum"	2	2663	636	1675	31	184	401	34	153	0.0185074626865672	0.184782608695652	738	2	620	253	404	70	41	0.002710027100271	0.585714285714286	0.0136759220886863	0.295275590551181
"Coleoptera"	2	1	"calibrated"	"sum"	3	2663	643	1675	32	184	401	34	148	0.0191044776119403	0.184782608695652	738	3	620	253	404	70	41	0.0040650406504065	0.585714285714286	0.014504765851637	0.295275590551181
"Coleoptera"	3	1	"calibrated"	"sum"	4	2663	656	1675	39	184	401	34	142	0.0232835820895522	0.184782608695652	738	5	620	253	404	70	41	0.0067750677506775	0.585714285714286	0.018234562784915	0.295275590551181
"Coleoptera"	4	1	"calibrated"	"sum"	5	2663	681	1675	48	184	401	34	129	0.0286567164179104	0.184782608695652	738	5	620	253	404	70	41	0.0067750677506775	0.585714285714286	0.0219643597181931	0.295275590551181
"Coleoptera"	5	1	"calibrated"	"sum"	6	2663	695	1675	52	184	401	33	120	0.031044776119403	0.179347826086957	738	7	620	253	404	70	41	0.0094850948509485	0.585714285714286	0.0244508910070452	0.291338582677165
"Coleoptera"	6	1	"calibrated"	"sum"	7	2663	706	1675	56	184	401	33	114	0.0334328358208955	0.179347826086957	738	10	620	253	404	70	41	0.013550135501355	0.585714285714286	0.0273518441773726	0.291338582677165
"Coleoptera"	7	1	"calibrated"	"sum"	8	2663	714	1675	59	184	401	33	109	0.0352238805970149	0.179347826086957	738	11	620	253	404	70	40	0.0149051490514905	0.571428571428571	0.0290095317032739	0.28740157480315
"Coleoptera"	8	1	"calibrated"	"sum"	9	2663	730	1675	68	184	401	33	106	0.0405970149253731	0.179347826086957	738	16	620	253	404	70	40	0.021680216802168	0.571428571428571	0.0348114380439287	0.28740157480315
"Coleoptera"	9	1	"calibrated"	"sum"	10	2663	741	1675	73	184	401	33	102	0.0435820895522388	0.179347826086957	738	17	620	253	404	70	40	0.0230352303523035	0.571428571428571	0.0372979693327808	0.28740157480315
"Coleoptera"	10	2	"calibrated"	"sum"	2	2663	630	1675	31	184	401	35	156	0.0185074626865672	0.190217391304348	738	2	620	253	404	70	40	0.002710027100271	0.571428571428571	0.0136759220886863	0.295275590551181
"Coleoptera"	11	2	"calibrated"	"sum"	3	2663	638	1675	32	184	401	35	151	0.0191044776119403	0.190217391304348	738	3	620	253	404	70	40	0.0040650406504065	0.571428571428571	0.014504765851637	0.295275590551181
"Coleoptera"	12	2	"calibrated"	"sum"	4	2663	652	1675	39	184	401	35	144	0.0232835820895522	0.190217391304348	738	5	620	253	404	70	40	0.0067750677506775	0.571428571428571	0.018234562784915	0.295275590551181
"Coleoptera"	13	2	"calibrated"	"sum"	5	2663	677	1675	48	184	401	35	131	0.0286567164179104	0.190217391304348	738	5	620	253	404	70	40	0.0067750677506775	0.571428571428571	0.0219643597181931	0.295275590551181
"Coleoptera"	14	2	"calibrated"	"sum"	6	2663	691	1675	52	184	401	34	122	0.031044776119403	0.184782608695652	738	7	620	253	404	70	40	0.0094850948509485	0.571428571428571	0.0244508910070452	0.291338582677165
"Coleoptera"	15	2	"calibrated"	"sum"	7	2663	702	1675	56	184	401	34	116	0.0334328358208955	0.184782608695652	738	10	620	253	404	70	40	0.013550135501355	0.571428571428571	0.0273518441773726	0.291338582677165
"Coleoptera"	16	2	"calibrated"	"sum"	8	2663	711	1675	59	184	401	34	110	0.0352238805970149	0.184782608695652	738	11	620	253	404	70	39	0.0149051490514905	0.557142857142857	0.0290095317032739	0.28740157480315
"Coleoptera"	17	2	"calibrated"	"sum"	9	2663	727	1675	68	184	401	34	107	0.0405970149253731	0.184782608695652	738	16	620	253	404	70	39	0.021680216802168	0.557142857142857	0.0348114380439287	0.28740157480315
"Coleoptera"	18	2	"calibrated"	"sum"	10	2663	738	1675	73	184	401	34	103	0.0435820895522388	0.184782608695652	738	17	620	253	404	70	39	0.0230352303523035	0.557142857142857	0.0372979693327808	0.28740157480315
"Coleoptera"	19	3	"calibrated"	"sum"	2	2663	617	1675	32	184	401	43	165	0.0191044776119403	0.233695652173913	738	3	620	253	404	70	42	0.0040650406504065	0.6	0.014504765851637	0.334645669291339
"Coleoptera"	20	3	"calibrated"	"sum"	3	2663	624	1675	33	184	401	43	160	0.0197014925373134	0.233695652173913	738	4	620	253	404	70	42	0.005420054200542	0.6	0.0153336096145876	0.334645669291339
"Coleoptera"	21	3	"calibrated"	"sum"	4	2663	637	1675	40	184	401	43	154	0.0238805970149254	0.233695652173913	738	6	620	253	404	70	42	0.008130081300813	0.6	0.0190634065478657	0.334645669291339
"Coleoptera"	22	3	"calibrated"	"sum"	5	2663	662	1675	49	184	401	43	141	0.0292537313432836	0.233695652173913	738	6	620	253	404	70	42	0.008130081300813	0.6	0.0227932034811438	0.334645669291339
"Coleoptera"	23	3	"calibrated"	"sum"	6	2663	676	1675	53	184	401	42	132	0.0316417910447761	0.228260869565217	738	8	620	253	404	70	42	0.010840108401084	0.6	0.0252797347699959	0.330708661417323
"Coleoptera"	24	3	"calibrated"	"sum"	7	2663	687	1675	57	184	401	42	126	0.0340298507462687	0.228260869565217	738	11	620	253	404	70	42	0.0149051490514905	0.6	0.0281806879403232	0.330708661417323
"Coleoptera"	25	3	"calibrated"	"sum"	8	2663	695	1675	60	184	401	42	121	0.0358208955223881	0.228260869565217	738	12	620	253	404	70	41	0.016260162601626	0.585714285714286	0.0298383754662246	0.326771653543307
"Coleoptera"	26	3	"calibrated"	"sum"	9	2663	711	1675	69	184	401	42	118	0.0411940298507463	0.228260869565217	738	17	620	253	404	70	41	0.0230352303523035	0.585714285714286	0.0356402818068794	0.326771653543307
"Coleoptera"	27	3	"calibrated"	"sum"	10	2663	722	1675	74	184	401	42	114	0.0441791044776119	0.228260869565217	738	18	620	253	404	70	41	0.024390243902439	0.585714285714286	0.0381268130957315	0.326771653543307
"Coleoptera"	28	4	"calibrated"	"sum"	2	2663	615	1675	32	184	401	41	166	0.0191044776119403	0.222826086956522	738	3	620	253	404	70	40	0.0040650406504065	0.571428571428571	0.014504765851637	0.318897637795276
"Coleoptera"	29	4	"calibrated"	"sum"	3	2663	623	1675	33	184	401	41	161	0.0197014925373134	0.222826086956522	738	4	620	253	404	70	40	0.005420054200542	0.571428571428571	0.0153336096145876	0.318897637795276
"Coleoptera"	30	4	"calibrated"	"sum"	4	2663	637	1675	40	184	401	41	154	0.0238805970149254	0.222826086956522	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0190634065478657	0.318897637795276
"Coleoptera"	31	4	"calibrated"	"sum"	5	2663	662	1675	49	184	401	41	141	0.0292537313432836	0.222826086956522	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0227932034811438	0.318897637795276
"Coleoptera"	32	4	"calibrated"	"sum"	6	2663	676	1675	53	184	401	40	132	0.0316417910447761	0.217391304347826	738	8	620	253	404	70	40	0.010840108401084	0.571428571428571	0.0252797347699959	0.31496062992126
"Coleoptera"	33	4	"calibrated"	"sum"	7	2663	687	1675	57	184	401	40	126	0.0340298507462687	0.217391304347826	738	11	620	253	404	70	40	0.0149051490514905	0.571428571428571	0.0281806879403232	0.31496062992126
"Coleoptera"	34	4	"calibrated"	"sum"	8	2663	696	1675	60	184	401	40	120	0.0358208955223881	0.217391304347826	738	12	620	253	404	70	39	0.016260162601626	0.557142857142857	0.0298383754662246	0.311023622047244
"Coleoptera"	35	4	"calibrated"	"sum"	9	2663	712	1675	69	184	401	40	117	0.0411940298507463	0.217391304347826	738	17	620	253	404	70	39	0.0230352303523035	0.557142857142857	0.0356402818068794	0.311023622047244
"Coleoptera"	36	4	"calibrated"	"sum"	10	2663	723	1675	74	184	401	40	113	0.0441791044776119	0.217391304347826	738	18	620	253	404	70	39	0.024390243902439	0.557142857142857	0.0381268130957315	0.311023622047244
"Coleoptera"	37	5	"calibrated"	"sum"	2	2663	618	1675	33	184	401	43	165	0.0197014925373134	0.233695652173913	738	3	620	253	404	70	42	0.0040650406504065	0.6	0.0149191877331123	0.334645669291339
"Coleoptera"	38	5	"calibrated"	"sum"	3	2663	625	1675	34	184	401	43	160	0.0202985074626866	0.233695652173913	738	4	620	253	404	70	42	0.005420054200542	0.6	0.015748031496063	0.334645669291339
"Coleoptera"	39	5	"calibrated"	"sum"	4	2663	638	1675	41	184	401	43	154	0.0244776119402985	0.233695652173913	738	6	620	253	404	70	42	0.008130081300813	0.6	0.0194778284293411	0.334645669291339
"Coleoptera"	40	5	"calibrated"	"sum"	5	2663	663	1675	50	184	401	43	141	0.0298507462686567	0.233695652173913	738	6	620	253	404	70	42	0.008130081300813	0.6	0.0232076253626191	0.334645669291339
"Coleoptera"	41	5	"calibrated"	"sum"	6	2663	677	1675	54	184	401	42	132	0.0322388059701493	0.228260869565217	738	8	620	253	404	70	42	0.010840108401084	0.6	0.0256941566514712	0.330708661417323
"Coleoptera"	42	5	"calibrated"	"sum"	7	2663	688	1675	58	184	401	42	126	0.0346268656716418	0.228260869565217	738	11	620	253	404	70	42	0.0149051490514905	0.6	0.0285951098217986	0.330708661417323
"Coleoptera"	43	5	"calibrated"	"sum"	8	2663	696	1675	61	184	401	42	121	0.0364179104477612	0.228260869565217	738	12	620	253	404	70	41	0.016260162601626	0.585714285714286	0.0302527973477	0.326771653543307
"Coleoptera"	44	5	"calibrated"	"sum"	9	2663	712	1675	70	184	401	42	118	0.0417910447761194	0.228260869565217	738	17	620	253	404	70	41	0.0230352303523035	0.585714285714286	0.0360547036883547	0.326771653543307
"Coleoptera"	45	5	"calibrated"	"sum"	10	2663	723	1675	75	184	401	42	114	0.0447761194029851	0.228260869565217	738	18	620	253	404	70	41	0.024390243902439	0.585714285714286	0.0385412349772068	0.326771653543307
"Coleoptera"	46	6	"calibrated"	"sum"	2	2663	616	1675	33	184	401	41	166	0.0197014925373134	0.222826086956522	738	3	620	253	404	70	40	0.0040650406504065	0.571428571428571	0.0149191877331123	0.318897637795276
"Coleoptera"	47	6	"calibrated"	"sum"	3	2663	624	1675	34	184	401	41	161	0.0202985074626866	0.222826086956522	738	4	620	253	404	70	40	0.005420054200542	0.571428571428571	0.015748031496063	0.318897637795276
"Coleoptera"	48	6	"calibrated"	"sum"	4	2663	638	1675	41	184	401	41	154	0.0244776119402985	0.222826086956522	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0194778284293411	0.318897637795276
"Coleoptera"	49	6	"calibrated"	"sum"	5	2663	663	1675	50	184	401	41	141	0.0298507462686567	0.222826086956522	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0232076253626191	0.318897637795276
"Coleoptera"	50	6	"calibrated"	"sum"	6	2663	677	1675	54	184	401	40	132	0.0322388059701493	0.217391304347826	738	8	620	253	404	70	40	0.010840108401084	0.571428571428571	0.0256941566514712	0.31496062992126
"Coleoptera"	51	6	"calibrated"	"sum"	7	2663	688	1675	58	184	401	40	126	0.0346268656716418	0.217391304347826	738	11	620	253	404	70	40	0.0149051490514905	0.571428571428571	0.0285951098217986	0.31496062992126
"Coleoptera"	52	6	"calibrated"	"sum"	8	2663	697	1675	61	184	401	40	120	0.0364179104477612	0.217391304347826	738	12	620	253	404	70	39	0.016260162601626	0.557142857142857	0.0302527973477	0.311023622047244
"Coleoptera"	53	6	"calibrated"	"sum"	9	2663	713	1675	70	184	401	40	117	0.0417910447761194	0.217391304347826	738	17	620	253	404	70	39	0.0230352303523035	0.557142857142857	0.0360547036883547	0.311023622047244
"Coleoptera"	54	6	"calibrated"	"sum"	10	2663	724	1675	75	184	401	40	113	0.0447761194029851	0.217391304347826	738	18	620	253	404	70	39	0.024390243902439	0.557142857142857	0.0385412349772068	0.311023622047244
"Coleoptera"	55	7	"calibrated"	"sum"	2	2663	655	1675	35	184	401	28	147	0.0208955223880597	0.152173913043478	738	3	620	253	404	70	40	0.0040650406504065	0.571428571428571	0.015748031496063	0.267716535433071
"Coleoptera"	56	7	"calibrated"	"sum"	3	2663	662	1675	36	184	401	28	142	0.0214925373134328	0.152173913043478	738	4	620	253	404	70	40	0.005420054200542	0.571428571428571	0.0165768752590137	0.267716535433071
"Coleoptera"	57	7	"calibrated"	"sum"	4	2663	675	1675	43	184	401	28	136	0.0256716417910448	0.152173913043478	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0203066721922918	0.267716535433071
"Coleoptera"	58	7	"calibrated"	"sum"	5	2663	700	1675	52	184	401	28	123	0.031044776119403	0.152173913043478	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0240364691255698	0.267716535433071
"Coleoptera"	59	7	"calibrated"	"sum"	6	2663	714	1675	56	184	401	27	114	0.0334328358208955	0.146739130434783	738	8	620	253	404	70	40	0.010840108401084	0.571428571428571	0.0265230004144219	0.263779527559055
"Coleoptera"	60	7	"calibrated"	"sum"	7	2663	725	1675	60	184	401	27	108	0.0358208955223881	0.146739130434783	738	11	620	253	404	70	40	0.0149051490514905	0.571428571428571	0.0294239535847493	0.263779527559055
"Coleoptera"	61	7	"calibrated"	"sum"	8	2663	733	1675	63	184	401	27	103	0.0376119402985075	0.146739130434783	738	12	620	253	404	70	39	0.016260162601626	0.557142857142857	0.0310816411106506	0.259842519685039
"Coleoptera"	62	7	"calibrated"	"sum"	9	2663	749	1675	72	184	401	27	100	0.0429850746268657	0.146739130434783	738	17	620	253	404	70	39	0.0230352303523035	0.557142857142857	0.0368835474513054	0.259842519685039
"Coleoptera"	63	7	"calibrated"	"sum"	10	2663	760	1675	77	184	401	27	96	0.0459701492537313	0.146739130434783	738	18	620	253	404	70	39	0.024390243902439	0.557142857142857	0.0393700787401575	0.259842519685039
"Coleoptera"	64	8	"calibrated"	"sum"	2	2663	654	1675	35	184	401	27	148	0.0208955223880597	0.146739130434783	738	3	620	253	404	70	38	0.0040650406504065	0.542857142857143	0.015748031496063	0.255905511811024
"Coleoptera"	65	8	"calibrated"	"sum"	3	2663	662	1675	36	184	401	27	143	0.0214925373134328	0.146739130434783	738	4	620	253	404	70	38	0.005420054200542	0.542857142857143	0.0165768752590137	0.255905511811024
"Coleoptera"	66	8	"calibrated"	"sum"	4	2663	676	1675	43	184	401	27	136	0.0256716417910448	0.146739130434783	738	6	620	253	404	70	38	0.008130081300813	0.542857142857143	0.0203066721922918	0.255905511811024
"Coleoptera"	67	8	"calibrated"	"sum"	5	2663	701	1675	52	184	401	27	123	0.031044776119403	0.146739130434783	738	6	620	253	404	70	38	0.008130081300813	0.542857142857143	0.0240364691255698	0.255905511811024
"Coleoptera"	68	8	"calibrated"	"sum"	6	2663	715	1675	56	184	401	26	114	0.0334328358208955	0.141304347826087	738	8	620	253	404	70	38	0.010840108401084	0.542857142857143	0.0265230004144219	0.251968503937008
"Coleoptera"	69	8	"calibrated"	"sum"	7	2663	726	1675	60	184	401	26	108	0.0358208955223881	0.141304347826087	738	11	620	253	404	70	38	0.0149051490514905	0.542857142857143	0.0294239535847493	0.251968503937008
"Coleoptera"	70	8	"calibrated"	"sum"	8	2663	735	1675	63	184	401	26	102	0.0376119402985075	0.141304347826087	738	12	620	253	404	70	37	0.016260162601626	0.528571428571429	0.0310816411106506	0.248031496062992
"Coleoptera"	71	8	"calibrated"	"sum"	9	2663	751	1675	72	184	401	26	99	0.0429850746268657	0.141304347826087	738	17	620	253	404	70	37	0.0230352303523035	0.528571428571429	0.0368835474513054	0.248031496062992
"Coleoptera"	72	8	"calibrated"	"sum"	10	2663	762	1675	77	184	401	26	95	0.0459701492537313	0.141304347826087	738	18	620	253	404	70	37	0.024390243902439	0.528571428571429	0.0393700787401575	0.248031496062992
"Coleoptera"	73	9	"calibrated"	"sum"	2	2663	637	1675	31	184	401	33	152	0.0185074626865672	0.179347826086957	738	2	620	253	404	70	41	0.002710027100271	0.585714285714286	0.0136759220886863	0.291338582677165
"Coleoptera"	74	9	"calibrated"	"sum"	3	2663	644	1675	32	184	401	33	147	0.0191044776119403	0.179347826086957	738	3	620	253	404	70	41	0.0040650406504065	0.585714285714286	0.014504765851637	0.291338582677165
"Coleoptera"	75	9	"calibrated"	"sum"	4	2663	657	1675	39	184	401	33	141	0.0232835820895522	0.179347826086957	738	5	620	253	404	70	41	0.0067750677506775	0.585714285714286	0.018234562784915	0.291338582677165
"Coleoptera"	76	9	"calibrated"	"sum"	5	2663	682	1675	48	184	401	33	128	0.0286567164179104	0.179347826086957	738	5	620	253	404	70	41	0.0067750677506775	0.585714285714286	0.0219643597181931	0.291338582677165
"Coleoptera"	77	9	"calibrated"	"sum"	6	2663	696	1675	52	184	401	32	119	0.031044776119403	0.173913043478261	738	7	620	253	404	70	41	0.0094850948509485	0.585714285714286	0.0244508910070452	0.28740157480315
"Coleoptera"	78	9	"calibrated"	"sum"	7	2663	707	1675	56	184	401	32	113	0.0334328358208955	0.173913043478261	738	10	620	253	404	70	41	0.013550135501355	0.585714285714286	0.0273518441773726	0.28740157480315
"Coleoptera"	79	9	"calibrated"	"sum"	8	2663	715	1675	59	184	401	32	108	0.0352238805970149	0.173913043478261	738	11	620	253	404	70	40	0.0149051490514905	0.571428571428571	0.0290095317032739	0.283464566929134
"Coleoptera"	80	9	"calibrated"	"sum"	9	2663	731	1675	68	184	401	32	105	0.0405970149253731	0.173913043478261	738	16	620	253	404	70	40	0.021680216802168	0.571428571428571	0.0348114380439287	0.283464566929134
"Coleoptera"	81	9	"calibrated"	"sum"	10	2663	742	1675	73	184	401	32	101	0.0435820895522388	0.173913043478261	738	17	620	253	404	70	40	0.0230352303523035	0.571428571428571	0.0372979693327808	0.283464566929134
"Coleoptera"	82	10	"calibrated"	"sum"	2	2663	632	1675	31	184	401	34	155	0.0185074626865672	0.184782608695652	738	2	620	253	404	70	40	0.002710027100271	0.571428571428571	0.0136759220886863	0.291338582677165
"Coleoptera"	83	10	"calibrated"	"sum"	3	2663	640	1675	32	184	401	34	150	0.0191044776119403	0.184782608695652	738	3	620	253	404	70	40	0.0040650406504065	0.571428571428571	0.014504765851637	0.291338582677165
"Coleoptera"	84	10	"calibrated"	"sum"	4	2663	654	1675	39	184	401	34	143	0.0232835820895522	0.184782608695652	738	5	620	253	404	70	40	0.0067750677506775	0.571428571428571	0.018234562784915	0.291338582677165
"Coleoptera"	85	10	"calibrated"	"sum"	5	2663	679	1675	48	184	401	34	130	0.0286567164179104	0.184782608695652	738	5	620	253	404	70	40	0.0067750677506775	0.571428571428571	0.0219643597181931	0.291338582677165
"Coleoptera"	86	10	"calibrated"	"sum"	6	2663	693	1675	52	184	401	33	121	0.031044776119403	0.179347826086957	738	7	620	253	404	70	40	0.0094850948509485	0.571428571428571	0.0244508910070452	0.28740157480315
"Coleoptera"	87	10	"calibrated"	"sum"	7	2663	704	1675	56	184	401	33	115	0.0334328358208955	0.179347826086957	738	10	620	253	404	70	40	0.013550135501355	0.571428571428571	0.0273518441773726	0.28740157480315
"Coleoptera"	88	10	"calibrated"	"sum"	8	2663	713	1675	59	184	401	33	109	0.0352238805970149	0.179347826086957	738	11	620	253	404	70	39	0.0149051490514905	0.557142857142857	0.0290095317032739	0.283464566929134
"Coleoptera"	89	10	"calibrated"	"sum"	9	2663	729	1675	68	184	401	33	106	0.0405970149253731	0.179347826086957	738	16	620	253	404	70	39	0.021680216802168	0.557142857142857	0.0348114380439287	0.283464566929134
"Coleoptera"	90	10	"calibrated"	"sum"	10	2663	740	1675	73	184	401	33	102	0.0435820895522388	0.179347826086957	738	17	620	253	404	70	39	0.0230352303523035	0.557142857142857	0.0372979693327808	0.283464566929134
"Coleoptera"	91	11	"calibrated"	"sum"	2	2663	648	1675	34	184	401	32	151	0.0202985074626866	0.173913043478261	738	3	620	253	404	70	40	0.0040650406504065	0.571428571428571	0.0153336096145876	0.283464566929134
"Coleoptera"	92	11	"calibrated"	"sum"	3	2663	655	1675	35	184	401	32	146	0.0208955223880597	0.173913043478261	738	4	620	253	404	70	40	0.005420054200542	0.571428571428571	0.0161624533775383	0.283464566929134
"Coleoptera"	93	11	"calibrated"	"sum"	4	2663	668	1675	42	184	401	32	140	0.0250746268656716	0.173913043478261	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0198922503108164	0.283464566929134
"Coleoptera"	94	11	"calibrated"	"sum"	5	2663	693	1675	51	184	401	32	127	0.0304477611940299	0.173913043478261	738	6	620	253	404	70	40	0.008130081300813	0.571428571428571	0.0236220472440945	0.283464566929134
"Coleoptera"	95	11	"calibrated"	"sum"	6	2663	707	1675	55	184	401	31	118	0.0328358208955224	0.168478260869565	738	8	620	253	404	70	40	0.010840108401084	0.571428571428571	0.0261085785329465	0.279527559055118
"Coleoptera"	96	11	"calibrated"	"sum"	7	2663	718	1675	59	184	401	31	112	0.0352238805970149	0.168478260869565	738	11	620	253	404	70	40	0.0149051490514905	0.571428571428571	0.0290095317032739	0.279527559055118
"Coleoptera"	97	11	"calibrated"	"sum"	8	2663	726	1675	62	184	401	31	107	0.0370149253731343	0.168478260869565	738	12	620	253	404	70	39	0.016260162601626	0.557142857142857	0.0306672192291753	0.275590551181102
"Coleoptera"	98	11	"calibrated"	"sum"	9	2663	742	1675	71	184	401	31	104	0.0423880597014925	0.168478260869565	738	17	620	253	404	70	39	0.0230352303523035	0.557142857142857	0.0364691255698301	0.275590551181102
"Coleoptera"	99	11	"calibrated"	"sum"	10	2663	753	1675	76	184	401	31	100	0.0453731343283582	0.168478260869565	738	18	620	253	404	70	39	0.024390243902439	0.557142857142857	0.0389556568586821	0.275590551181102
"Coleoptera"	100	12	"calibrated"	"sum"	2	2663	647	1675	34	184	401	31	152	0.0202985074626866	0.168478260869565	738	3	620	253	404	70	38	0.0040650406504065	0.542857142857143	0.0153336096145876	0.271653543307087
"Coleoptera"	101	12	"calibrated"	"sum"	3	2663	655	1675	35	184	401	31	147	0.0208955223880597	0.168478260869565	738	4	620	253	404	70	38	0.005420054200542	0.542857142857143	0.0161624533775383	0.271653543307087
"Coleoptera"	102	12	"calibrated"	"sum"	4	2663	669	1675	42	184	401	31	140	0.0250746268656716	0.168478260869565	738	6	620	253	404	70	38	0.008130081300813	0.542857142857143	0.0198922503108164	0.271653543307087
"Coleoptera"	103	12	"calibrated"	"sum"	5	2663	694	1675	51	184	401	31	127	0.0304477611940299	0.168478260869565	738	6	620	253	404	70	38	0.008130081300813	0.542857142857143	0.0236220472440945	0.271653543307087
"Coleoptera"	104	12	"calibrated"	"sum"	6	2663	708	1675	55	184	401	30	118	0.0328358208955224	0.16304347826087	738	8	620	253	404	70	38	0.010840108401084	0.542857142857143	0.0261085785329465	0.267716535433071
