"taxon"	"run"	"eee_run"	"count_type"	"cutoff_type"	"cutoff"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Lepidoptera"	2	1	"calibrated"	"sum"	3	1968	218	1587	19	47	11	0.0119722747321991	0.234042553191489
"Lepidoptera"	3	1	"calibrated"	"sum"	4	1968	221	1587	20	47	11	0.0126023944549464	0.234042553191489
"Lepidoptera"	4	1	"calibrated"	"sum"	5	1968	226	1587	22	47	11	0.0138626339004411	0.234042553191489
"Lepidoptera"	5	1	"calibrated"	"sum"	6	1968	229	1587	24	47	11	0.0151228733459357	0.234042553191489
"Lepidoptera"	6	1	"calibrated"	"sum"	7	1968	234	1587	27	47	11	0.0170132325141777	0.234042553191489
"Lepidoptera"	7	1	"calibrated"	"sum"	8	1968	235	1587	28	47	11	0.017643352236925	0.234042553191489
"Lepidoptera"	8	1	"calibrated"	"sum"	9	1968	236	1587	29	47	11	0.0182734719596723	0.234042553191489
"Lepidoptera"	9	1	"calibrated"	"sum"	10	1968	238	1587	31	47	11	0.019533711405167	0.234042553191489
"Lepidoptera"	10	2	"calibrated"	"sum"	2	1968	222	1587	22	47	10	0.0138626339004411	0.212765957446809
"Lepidoptera"	11	2	"calibrated"	"sum"	3	1968	223	1587	22	47	10	0.0138626339004411	0.212765957446809
"Lepidoptera"	12	2	"calibrated"	"sum"	4	1968	226	1587	23	47	10	0.0144927536231884	0.212765957446809
"Lepidoptera"	13	2	"calibrated"	"sum"	5	1968	231	1587	25	47	10	0.015752993068683	0.212765957446809
"Lepidoptera"	14	2	"calibrated"	"sum"	6	1968	234	1587	27	47	10	0.0170132325141777	0.212765957446809
"Lepidoptera"	15	2	"calibrated"	"sum"	7	1968	239	1587	30	47	10	0.0189035916824197	0.212765957446809
"Lepidoptera"	16	2	"calibrated"	"sum"	8	1968	240	1587	31	47	10	0.019533711405167	0.212765957446809
"Lepidoptera"	17	2	"calibrated"	"sum"	9	1968	241	1587	32	47	10	0.0201638311279143	0.212765957446809
"Lepidoptera"	18	2	"calibrated"	"sum"	10	1968	243	1587	34	47	10	0.021424070573409	0.212765957446809
"Lepidoptera"	19	3	"calibrated"	"sum"	2	1968	221	1587	20	47	9	0.0126023944549464	0.191489361702128
"Lepidoptera"	20	3	"calibrated"	"sum"	3	1968	222	1587	20	47	9	0.0126023944549464	0.191489361702128
"Lepidoptera"	21	3	"calibrated"	"sum"	4	1968	225	1587	21	47	9	0.0132325141776938	0.191489361702128
"Lepidoptera"	22	3	"calibrated"	"sum"	5	1968	230	1587	23	47	9	0.0144927536231884	0.191489361702128
"Lepidoptera"	23	3	"calibrated"	"sum"	6	1968	233	1587	25	47	9	0.015752993068683	0.191489361702128
"Lepidoptera"	24	3	"calibrated"	"sum"	7	1968	238	1587	28	47	9	0.017643352236925	0.191489361702128
"Lepidoptera"	25	3	"calibrated"	"sum"	8	1968	239	1587	29	47	9	0.0182734719596723	0.191489361702128
"Lepidoptera"	26	3	"calibrated"	"sum"	9	1968	240	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	27	3	"calibrated"	"sum"	10	1968	242	1587	32	47	9	0.0201638311279143	0.191489361702128
"Lepidoptera"	28	4	"calibrated"	"sum"	2	1968	225	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	29	4	"calibrated"	"sum"	3	1968	226	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	30	4	"calibrated"	"sum"	4	1968	229	1587	23	47	9	0.0144927536231884	0.191489361702128
"Lepidoptera"	31	4	"calibrated"	"sum"	5	1968	234	1587	25	47	9	0.015752993068683	0.191489361702128
"Lepidoptera"	32	4	"calibrated"	"sum"	6	1968	237	1587	27	47	9	0.0170132325141777	0.191489361702128
"Lepidoptera"	33	4	"calibrated"	"sum"	7	1968	242	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	34	4	"calibrated"	"sum"	8	1968	243	1587	31	47	9	0.019533711405167	0.191489361702128
"Lepidoptera"	35	4	"calibrated"	"sum"	9	1968	244	1587	32	47	9	0.0201638311279143	0.191489361702128
"Lepidoptera"	36	4	"calibrated"	"sum"	10	1968	246	1587	34	47	9	0.021424070573409	0.191489361702128
"Lepidoptera"	37	5	"calibrated"	"sum"	2	1968	221	1587	20	47	9	0.0126023944549464	0.191489361702128
"Lepidoptera"	38	5	"calibrated"	"sum"	3	1968	222	1587	20	47	9	0.0126023944549464	0.191489361702128
"Lepidoptera"	39	5	"calibrated"	"sum"	4	1968	225	1587	21	47	9	0.0132325141776938	0.191489361702128
"Lepidoptera"	40	5	"calibrated"	"sum"	5	1968	230	1587	23	47	9	0.0144927536231884	0.191489361702128
"Lepidoptera"	41	5	"calibrated"	"sum"	6	1968	233	1587	25	47	9	0.015752993068683	0.191489361702128
"Lepidoptera"	42	5	"calibrated"	"sum"	7	1968	238	1587	28	47	9	0.017643352236925	0.191489361702128
"Lepidoptera"	43	5	"calibrated"	"sum"	8	1968	239	1587	29	47	9	0.0182734719596723	0.191489361702128
"Lepidoptera"	44	5	"calibrated"	"sum"	9	1968	240	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	45	5	"calibrated"	"sum"	10	1968	242	1587	32	47	9	0.0201638311279143	0.191489361702128
"Lepidoptera"	46	6	"calibrated"	"sum"	2	1968	225	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	47	6	"calibrated"	"sum"	3	1968	226	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	48	6	"calibrated"	"sum"	4	1968	229	1587	23	47	9	0.0144927536231884	0.191489361702128
"Lepidoptera"	49	6	"calibrated"	"sum"	5	1968	234	1587	25	47	9	0.015752993068683	0.191489361702128
"Lepidoptera"	50	6	"calibrated"	"sum"	6	1968	237	1587	27	47	9	0.0170132325141777	0.191489361702128
"Lepidoptera"	51	6	"calibrated"	"sum"	7	1968	242	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	52	6	"calibrated"	"sum"	8	1968	243	1587	31	47	9	0.019533711405167	0.191489361702128
"Lepidoptera"	53	6	"calibrated"	"sum"	9	1968	244	1587	32	47	9	0.0201638311279143	0.191489361702128
"Lepidoptera"	54	6	"calibrated"	"sum"	10	1968	246	1587	34	47	9	0.021424070573409	0.191489361702128
"Lepidoptera"	55	7	"calibrated"	"sum"	2	1968	225	1587	21	47	9	0.0132325141776938	0.191489361702128
"Lepidoptera"	56	7	"calibrated"	"sum"	3	1968	226	1587	21	47	9	0.0132325141776938	0.191489361702128
"Lepidoptera"	57	7	"calibrated"	"sum"	4	1968	229	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	58	7	"calibrated"	"sum"	5	1968	234	1587	24	47	9	0.0151228733459357	0.191489361702128
"Lepidoptera"	59	7	"calibrated"	"sum"	6	1968	237	1587	26	47	9	0.0163831127914304	0.191489361702128
"Lepidoptera"	60	7	"calibrated"	"sum"	7	1968	242	1587	29	47	9	0.0182734719596723	0.191489361702128
"Lepidoptera"	61	7	"calibrated"	"sum"	8	1968	243	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	62	7	"calibrated"	"sum"	9	1968	244	1587	31	47	9	0.019533711405167	0.191489361702128
"Lepidoptera"	63	7	"calibrated"	"sum"	10	1968	246	1587	33	47	9	0.0207939508506616	0.191489361702128
"Lepidoptera"	64	8	"calibrated"	"sum"	2	1968	226	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	65	8	"calibrated"	"sum"	3	1968	227	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	66	8	"calibrated"	"sum"	4	1968	230	1587	23	47	9	0.0144927536231884	0.191489361702128
"Lepidoptera"	67	8	"calibrated"	"sum"	5	1968	235	1587	25	47	9	0.015752993068683	0.191489361702128
"Lepidoptera"	68	8	"calibrated"	"sum"	6	1968	238	1587	27	47	9	0.0170132325141777	0.191489361702128
"Lepidoptera"	69	8	"calibrated"	"sum"	7	1968	243	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	70	8	"calibrated"	"sum"	8	1968	244	1587	31	47	9	0.019533711405167	0.191489361702128
"Lepidoptera"	71	8	"calibrated"	"sum"	9	1968	245	1587	32	47	9	0.0201638311279143	0.191489361702128
"Lepidoptera"	72	8	"calibrated"	"sum"	10	1968	247	1587	34	47	9	0.021424070573409	0.191489361702128
"Lepidoptera"	73	9	"calibrated"	"sum"	2	1968	217	1587	19	47	11	0.0119722747321991	0.234042553191489
"Lepidoptera"	74	9	"calibrated"	"sum"	3	1968	218	1587	19	47	11	0.0119722747321991	0.234042553191489
"Lepidoptera"	75	9	"calibrated"	"sum"	4	1968	221	1587	20	47	11	0.0126023944549464	0.234042553191489
"Lepidoptera"	76	9	"calibrated"	"sum"	5	1968	226	1587	22	47	11	0.0138626339004411	0.234042553191489
"Lepidoptera"	77	9	"calibrated"	"sum"	6	1968	229	1587	24	47	11	0.0151228733459357	0.234042553191489
"Lepidoptera"	78	9	"calibrated"	"sum"	7	1968	234	1587	27	47	11	0.0170132325141777	0.234042553191489
"Lepidoptera"	79	9	"calibrated"	"sum"	8	1968	235	1587	28	47	11	0.017643352236925	0.234042553191489
"Lepidoptera"	80	9	"calibrated"	"sum"	9	1968	236	1587	29	47	11	0.0182734719596723	0.234042553191489
"Lepidoptera"	81	9	"calibrated"	"sum"	10	1968	238	1587	31	47	11	0.019533711405167	0.234042553191489
"Lepidoptera"	82	10	"calibrated"	"sum"	2	1968	222	1587	22	47	10	0.0138626339004411	0.212765957446809
"Lepidoptera"	83	10	"calibrated"	"sum"	3	1968	223	1587	22	47	10	0.0138626339004411	0.212765957446809
"Lepidoptera"	84	10	"calibrated"	"sum"	4	1968	226	1587	23	47	10	0.0144927536231884	0.212765957446809
"Lepidoptera"	85	10	"calibrated"	"sum"	5	1968	231	1587	25	47	10	0.015752993068683	0.212765957446809
"Lepidoptera"	86	10	"calibrated"	"sum"	6	1968	234	1587	27	47	10	0.0170132325141777	0.212765957446809
"Lepidoptera"	87	10	"calibrated"	"sum"	7	1968	239	1587	30	47	10	0.0189035916824197	0.212765957446809
"Lepidoptera"	88	10	"calibrated"	"sum"	8	1968	240	1587	31	47	10	0.019533711405167	0.212765957446809
"Lepidoptera"	89	10	"calibrated"	"sum"	9	1968	241	1587	32	47	10	0.0201638311279143	0.212765957446809
"Lepidoptera"	90	10	"calibrated"	"sum"	10	1968	243	1587	34	47	10	0.021424070573409	0.212765957446809
"Lepidoptera"	91	11	"calibrated"	"sum"	2	1968	225	1587	21	47	9	0.0132325141776938	0.191489361702128
"Lepidoptera"	92	11	"calibrated"	"sum"	3	1968	226	1587	21	47	9	0.0132325141776938	0.191489361702128
"Lepidoptera"	93	11	"calibrated"	"sum"	4	1968	229	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	94	11	"calibrated"	"sum"	5	1968	234	1587	24	47	9	0.0151228733459357	0.191489361702128
"Lepidoptera"	95	11	"calibrated"	"sum"	6	1968	237	1587	26	47	9	0.0163831127914304	0.191489361702128
"Lepidoptera"	96	11	"calibrated"	"sum"	7	1968	242	1587	29	47	9	0.0182734719596723	0.191489361702128
"Lepidoptera"	97	11	"calibrated"	"sum"	8	1968	243	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	98	11	"calibrated"	"sum"	9	1968	244	1587	31	47	9	0.019533711405167	0.191489361702128
"Lepidoptera"	99	11	"calibrated"	"sum"	10	1968	246	1587	33	47	9	0.0207939508506616	0.191489361702128
"Lepidoptera"	100	12	"calibrated"	"sum"	2	1968	226	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	101	12	"calibrated"	"sum"	3	1968	227	1587	22	47	9	0.0138626339004411	0.191489361702128
"Lepidoptera"	102	12	"calibrated"	"sum"	4	1968	230	1587	23	47	9	0.0144927536231884	0.191489361702128
"Lepidoptera"	103	12	"calibrated"	"sum"	5	1968	235	1587	25	47	9	0.015752993068683	0.191489361702128
"Lepidoptera"	104	12	"calibrated"	"sum"	6	1968	238	1587	27	47	9	0.0170132325141777	0.191489361702128
"Lepidoptera"	105	12	"calibrated"	"sum"	7	1968	243	1587	30	47	9	0.0189035916824197	0.191489361702128
"Lepidoptera"	106	12	"calibrated"	"sum"	8	1968	244	1587	31	47	9	0.019533711405167	0.191489361702128
"Lepidoptera"	107	12	"calibrated"	"sum"	9	1968	245	1587	32	47	9	0.0201638311279143	0.191489361702128
"Lepidoptera"	108	12	"calibrated"	"sum"	10	1968	247	1587	34	47	9	0.021424070573409	0.191489361702128
"Dermaptera"	1	1	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	2	1	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	3	1	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	4	1	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	5	1	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	6	1	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	7	1	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	8	1	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	9	1	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	10	2	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	11	2	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	12	2	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	13	2	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	14	2	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	15	2	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	16	2	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	17	2	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	18	2	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	19	3	"calibrated"	"sum"	2	9	1	5	0	0	0	0	NA
"Dermaptera"	20	3	"calibrated"	"sum"	3	9	1	5	0	0	0	0	NA
"Dermaptera"	21	3	"calibrated"	"sum"	4	9	1	5	0	0	0	0	NA
"Dermaptera"	22	3	"calibrated"	"sum"	5	9	1	5	0	0	0	0	NA
"Dermaptera"	23	3	"calibrated"	"sum"	6	9	1	5	0	0	0	0	NA
"Dermaptera"	24	3	"calibrated"	"sum"	7	9	1	5	0	0	0	0	NA
"Dermaptera"	25	3	"calibrated"	"sum"	8	9	1	5	0	0	0	0	NA
"Dermaptera"	26	3	"calibrated"	"sum"	9	9	1	5	0	0	0	0	NA
"Dermaptera"	27	3	"calibrated"	"sum"	10	9	1	5	0	0	0	0	NA
"Dermaptera"	28	4	"calibrated"	"sum"	2	9	1	5	0	0	0	0	NA
"Dermaptera"	29	4	"calibrated"	"sum"	3	9	1	5	0	0	0	0	NA
"Dermaptera"	30	4	"calibrated"	"sum"	4	9	1	5	0	0	0	0	NA
"Dermaptera"	31	4	"calibrated"	"sum"	5	9	1	5	0	0	0	0	NA
"Dermaptera"	32	4	"calibrated"	"sum"	6	9	1	5	0	0	0	0	NA
"Dermaptera"	33	4	"calibrated"	"sum"	7	9	1	5	0	0	0	0	NA
"Dermaptera"	34	4	"calibrated"	"sum"	8	9	1	5	0	0	0	0	NA
"Dermaptera"	35	4	"calibrated"	"sum"	9	9	1	5	0	0	0	0	NA
"Dermaptera"	36	4	"calibrated"	"sum"	10	9	1	5	0	0	0	0	NA
"Dermaptera"	37	5	"calibrated"	"sum"	2	9	1	5	0	0	0	0	NA
"Dermaptera"	38	5	"calibrated"	"sum"	3	9	1	5	0	0	0	0	NA
"Dermaptera"	39	5	"calibrated"	"sum"	4	9	1	5	0	0	0	0	NA
"Dermaptera"	40	5	"calibrated"	"sum"	5	9	1	5	0	0	0	0	NA
"Dermaptera"	41	5	"calibrated"	"sum"	6	9	1	5	0	0	0	0	NA
"Dermaptera"	42	5	"calibrated"	"sum"	7	9	1	5	0	0	0	0	NA
"Dermaptera"	43	5	"calibrated"	"sum"	8	9	1	5	0	0	0	0	NA
"Dermaptera"	44	5	"calibrated"	"sum"	9	9	1	5	0	0	0	0	NA
"Dermaptera"	45	5	"calibrated"	"sum"	10	9	1	5	0	0	0	0	NA
"Dermaptera"	46	6	"calibrated"	"sum"	2	9	1	5	0	0	0	0	NA
"Dermaptera"	47	6	"calibrated"	"sum"	3	9	1	5	0	0	0	0	NA
"Dermaptera"	48	6	"calibrated"	"sum"	4	9	1	5	0	0	0	0	NA
"Dermaptera"	49	6	"calibrated"	"sum"	5	9	1	5	0	0	0	0	NA
"Dermaptera"	50	6	"calibrated"	"sum"	6	9	1	5	0	0	0	0	NA
"Dermaptera"	51	6	"calibrated"	"sum"	7	9	1	5	0	0	0	0	NA
"Dermaptera"	52	6	"calibrated"	"sum"	8	9	1	5	0	0	0	0	NA
"Dermaptera"	53	6	"calibrated"	"sum"	9	9	1	5	0	0	0	0	NA
"Dermaptera"	54	6	"calibrated"	"sum"	10	9	1	5	0	0	0	0	NA
"Dermaptera"	55	7	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	56	7	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	57	7	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	58	7	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	59	7	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	60	7	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	61	7	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	62	7	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	63	7	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	64	8	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	65	8	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	66	8	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	67	8	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	68	8	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	69	8	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	70	8	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	71	8	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	72	8	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	73	9	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	74	9	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	75	9	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	76	9	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	77	9	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	78	9	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	79	9	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	80	9	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	81	9	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	82	10	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	83	10	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	84	10	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	85	10	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	86	10	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	87	10	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	88	10	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	89	10	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	90	10	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	91	11	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	92	11	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	93	11	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	94	11	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	95	11	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	96	11	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	97	11	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	98	11	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	99	11	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Dermaptera"	100	12	"calibrated"	"sum"	2	9	2	5	1	0	0	0.2	NA
"Dermaptera"	101	12	"calibrated"	"sum"	3	9	2	5	1	0	0	0.2	NA
"Dermaptera"	102	12	"calibrated"	"sum"	4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	103	12	"calibrated"	"sum"	5	9	2	5	1	0	0	0.2	NA
"Dermaptera"	104	12	"calibrated"	"sum"	6	9	2	5	1	0	0	0.2	NA
"Dermaptera"	105	12	"calibrated"	"sum"	7	9	2	5	1	0	0	0.2	NA
"Dermaptera"	106	12	"calibrated"	"sum"	8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	107	12	"calibrated"	"sum"	9	9	2	5	1	0	0	0.2	NA
"Dermaptera"	108	12	"calibrated"	"sum"	10	9	2	5	1	0	0	0.2	NA
"Plecoptera"	1	1	"calibrated"	"sum"	2	64	25	38	4	9	2	0.105263157894737	0.222222222222222
"Plecoptera"	2	1	"calibrated"	"sum"	3	64	25	38	4	9	2	0.105263157894737	0.222222222222222
"Plecoptera"	3	1	"calibrated"	"sum"	4	64	26	38	4	9	1	0.105263157894737	0.111111111111111
"Plecoptera"	4	1	"calibrated"	"sum"	5	64	26	38	4	9	1	0.105263157894737	0.111111111111111
"Plecoptera"	5	1	"calibrated"	"sum"	6	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	6	1	"calibrated"	"sum"	7	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	7	1	"calibrated"	"sum"	8	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	8	1	"calibrated"	"sum"	9	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	9	1	"calibrated"	"sum"	10	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	10	2	"calibrated"	"sum"	2	64	25	38	4	9	2	0.105263157894737	0.222222222222222
"Plecoptera"	11	2	"calibrated"	"sum"	3	64	25	38	4	9	2	0.105263157894737	0.222222222222222
"Plecoptera"	12	2	"calibrated"	"sum"	4	64	26	38	4	9	1	0.105263157894737	0.111111111111111
"Plecoptera"	13	2	"calibrated"	"sum"	5	64	26	38	4	9	1	0.105263157894737	0.111111111111111
"Plecoptera"	14	2	"calibrated"	"sum"	6	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	15	2	"calibrated"	"sum"	7	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	16	2	"calibrated"	"sum"	8	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	17	2	"calibrated"	"sum"	9	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	18	2	"calibrated"	"sum"	10	64	27	38	5	9	1	0.131578947368421	0.111111111111111
"Plecoptera"	19	3	"calibrated"	"sum"	2	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	20	3	"calibrated"	"sum"	3	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	21	3	"calibrated"	"sum"	4	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	22	3	"calibrated"	"sum"	5	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	23	3	"calibrated"	"sum"	6	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	24	3	"calibrated"	"sum"	7	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	25	3	"calibrated"	"sum"	8	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	26	3	"calibrated"	"sum"	9	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	27	3	"calibrated"	"sum"	10	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	28	4	"calibrated"	"sum"	2	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	29	4	"calibrated"	"sum"	3	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	30	4	"calibrated"	"sum"	4	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	31	4	"calibrated"	"sum"	5	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	32	4	"calibrated"	"sum"	6	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	33	4	"calibrated"	"sum"	7	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	34	4	"calibrated"	"sum"	8	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	35	4	"calibrated"	"sum"	9	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	36	4	"calibrated"	"sum"	10	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	37	5	"calibrated"	"sum"	2	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	38	5	"calibrated"	"sum"	3	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	39	5	"calibrated"	"sum"	4	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	40	5	"calibrated"	"sum"	5	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	41	5	"calibrated"	"sum"	6	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	42	5	"calibrated"	"sum"	7	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	43	5	"calibrated"	"sum"	8	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	44	5	"calibrated"	"sum"	9	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	45	5	"calibrated"	"sum"	10	64	29	38	7	9	1	0.184210526315789	0.111111111111111
"Plecoptera"	46	6	"calibrated"	"sum"	2	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	47	6	"calibrated"	"sum"	3	64	27	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	48	6	"calibrated"	"sum"	4	64	28	38	6	9	1	0.157894736842105	0.111111111111111
"Plecoptera"	49	6	"calibrated"	"sum"	5	64	28	38	6	9	1	0.157894736842105	0.111111111111111
