ASV	length
decb455792b9cee78b8fc42d5c1660f8	137
aa03e40c46a2b7f18179294440f1a2cb	138
295a49fa9e2cf7c89e1d7f1e27036023	138
487c82e97660afde8f325d388be53ebe	137
d8308dbb6767898be2e3abe848a75199	137
02374e1ac8a473ca725ef778baa78c2d	138
a211df82b769fd0989e45842ceb9e5d1	138
710916721d62b5d83951479f7639fb8c	136
961531fcf723c3604f6d6a6e4c0b2a45	138
2e1cb7755a45c8a6861cd9f1686b1828	138
0cfd12575c1b11669b5d954de5df8bc9	136
74c488c44b5eb833b88ea5aa972e853f	138
3d90fd9ccd9b2b887c3e39ec7b585192	135
21d9d55b057c7a9b7b769b4a128fa51c	138
5896647e553959b0f5c6ba08bdeb2646	138
5aff83e178045aebc11d4d2d323232ca	138
eb7904107f0cd618bee2a2843817d0c4	138
3e778a975813e86d1c04c9220eddc083	136
d12d8325d0741782d7a430ed298bc1c4	138
e236388e9cacc8f55ab52e6f1e4a7f85	137
03313674d8c682b18708f62456cf35b4	138
47bff56675ac78bac57bf62529808950	135
ef77929a4770ea72322da4f4ed1baccf	138
cd617cfc4ef2a3cfe792a26a53cd71a7	135
151744df84761d819a761b44e57eb250	137
9f1fac4502a5395d938b41f11d261a0f	138
4ba65f8eb4e8ed0f1b3c924370e3d1b5	137
4592d5535112d1d9501bd1d9f06652a3	138
a8d18de9c0b95421dbe6a47d953f8e39	138
b9a453a8750b7d7b7f886d0ccc85e365	138
c89590e803d29e9224553c5864947261	138
e7b92179f44166320d74f5f721ada0c7	137
718c008de8dd3c5cd3f4b65d58cd3d74	138
6a8edfa71a2122794d6bd31c93c51995	137
3fbf8700f102c49ccd371c5fe7157005	138
fad15259365afd183d908601aa26d170	138
84d5908a6fe6b00988d8c723ebacdbe9	138
e91ad4897a756b0f4ac2f0eb4fefc95d	138
40a7b95b258b0e37c968d0fd8ea94e0f	138
20cfa5a3f76c26d90134908ba242c3a7	138
3354a699286b20c659c49940eff47f6f	138
a10e4de1ee856ecf17192abec05b3e61	137
abb87e40a07a7f4da8900a19b68542d3	138
611d12cb3eaab374836029e091852376	138
37d8a6b58bf85775251a696c5dcd859d	137
586b7bcd37a20139177988a93cba56f6	137
e1c45255e7999b92e81e9e38b60df607	137
0d5cc2849b840b9ece3f70ac37cae95a	137
c305adeb1ed8eb449d43ace376ae963b	138
f9bbf5ad307db1d602325b8ddcdc9625	138
0be156c4aa0036d9a4c6334c9ba96ede	138
870c5b64a89617c9982a530443e52085	138
59fae9751f0063dcd42203825f54f698	135
e85df4e04aa03b470edd1187684dc3b0	138
f92187d6af6305019f0ef7da9361c4e8	137
3d1202ed4028cebcbedfadb77661ed06	138
c2afe812db6de0330b291acc906727eb	138
8a29e6467394f1547a18480dc8fedb8e	138
e54229e4ca1106dc6457c0fbd9df1407	138
40607c9d3b42ab1526afdbe9b6e503e5	138
74f043777b7ec83904d55ce1a9306e8f	138
46305ec42b774909cae2b0e4d6ccba95	138
9368909738586ca858be199fcfb0fca8	138
b2ea7a08e3849709ca01d4ac9986f209	138
98bad802d58ab75ad776a7197b02c254	138
841f1ad1e7e8d7249f3335d2b753bb4d	138
bf0e9a9cfca5ff91bba5d69c3cbf0981	135
ac54be7167baab9068af27b182719819	138
35aaa396748ffd918a5622be720acbac	138
76f1aef3fa9b27bce3a3b4fca21eaf4c	138
63355831b0092d88f6ae58567c425f08	138
1f4aa88a19615cf93a5b49616194db30	138
c1eb6203bf8d3ebc44b7070c08d36d6e	137
b20f550d694717cdef4deb8f6cc3448f	137
15091be3a63e02e489b945cfc445463a	137
ac785bfb77a739c43c3109f6188aa041	138
d80b27b493c25b793817a8926e2c1a7a	138
347f64bf42121d11088508c818dc9b14	138
10cfe68e30d2f7980f03f318d3f3baf8	135
301b5724283ff7cf3563fe3255067219	138
1209b5f095e74ebfd0a0bb51733726d4	138
7d7d1790341861b1d9eeddeb68eb41d1	137
baf366fbff4768ce61638ab2aba2ccc2	137
01dd265ec790a5ac55fb14015eeea9b9	138
039d58651ae75e00f5064267c46e77d7	137
d2c9883b5631863631e2bf6ad1d78292	138
72d48d1ab2f5724b84c406ef768965cf	138
5f7510933baa7909dad349abcf7099af	138
0118db7e723f3f17420587a92d15c754	138
e763c37a005f42f5a45f097ea45f5a47	138
351934faa5eb1c2d05c4e2cc7bd972bb	138
18d8b31c51aff3a771bc1b1648034fe5	137
ae98626daafb523bc6189574d495cf4c	138
2869da80627e28e8a3d5d49792bf1339	138
8c634ba5afd39119e281c3b4ae606b03	138
f42be5e485a2ee0003785e93517ef07c	138
436dd0c3d1d00fb72bf2f4bfc51c9a76	138
dae86bb75c69c11c1df11f9820c37f67	138
389127156f0cd48f27d74ffc0c0ff990	138
73e816fc82dd8a6e0e09ff2e54f9cb43	138
84f878c51dc6ae2be405975c7a15e031	138
7f2f6ef56d23c346606fd60a39dac0ed	138
e5eb2572907e5a8d5af9338345c82c8f	137
1dab75c1483ce8f82ce52dd53d575b83	138
da17742c399ae9828415807a68552cbe	137
a23ee4e9805695b7ead2504002053364	138
a0d4bf05e4c531b6cbc5a6b60998d3f2	138
bc689127961319515dbc243efd564653	138
033b240b1ab54033b8d3f88125bcb2d5	138
1a576dc1bcef1b20094cf2120016947e	135
da86178813f0a38b8a9e870001ee6460	136
aeeec339a6166935ed3ac6b52cc4d6e3	138
39b0c273cdc2054db99cd0d4d256c7e9	137
3aed99edbf4fb4b0a4d5a0503a039c61	138
9f3ad4bfeb4669e4928287f05c068c82	138
35e6a0908d1b38a4509cd64bcbf059a0	138
ac9567bfd887e9beb37263953b89bb36	138
b8841ebf4f262b87a6b5ca1096bc0e7c	138
167f2316985349cf2102aaf933ae957e	138
5f550fd84aac3c19d3cd150f7767f0e2	138
6356896835a91843f1e88ac7abc492b9	137
6c2712c47144a0853c83544c15b5510e	138
7c6f51c6dfb98cae4ae6fda043b602df	136
57c26cd55545eadf898e39ea956b9b9b	138
c889569361643a4e9587b399df54b897	138
78fbee34866eab36eb2a5d7cf818dec0	138
fe496564551bc6abf4bd8fc2f0339388	135
316912711d3a51021c43ec29d16d0b8f	138
a3908b0840d1dddb930f3bd8376eae06	138
8af1908d2fbc4cac80be2cbc77b4e9e4	138
f6e9be4c59320804c811cd1c72f1980e	138
50b765dcf2172ebbfffae4b37721ce26	136
ec5509234cfed840e51ebb05b55ee221	138
eef767f8a68927f43b26b9c7c8495dd2	136
ef8d6b0027685e48fa260b4956e834d3	138
dac4ec2a28c4feb6f95e1ddd10cf3e35	138
ad8d454eca6ee47ad0bf61ea9b3a3f74	138
27973b529c54a6893a0282c4cce87359	137
85c42c09ed95c1857ea28f6a8bd194f5	138
17f9f65806613f72ca4a9e24611a094e	138
f8eca669959da11c42a8793714eaaae6	138
b9205ccdc8e667355aed716a5e885142	138
b68548ac9e908cdd0a07272609b3bd20	138
a0c7f9fbf890c374197d4bf18f1b923f	138
ada6db672aa54303deecedbf20628573	138
8293829efa25eb77f8d603da1c5845d8	138
8b9484eef948bd7af8b70472a699609c	137
3be2acd4516a4f884400eea7e5b87af9	136
bb849944b9ad2b75b991d3357ab95f99	138
692f6199423030b5ed18f33f9b3e4734	136
75e546d546f4bd0a9ae0d9c927a347c2	138
78b8bd5e02deb45382c95298c426ca14	138
9954dd7482829310f9e7078d15dc0cbf	138
f4178d0bcf30a1ca7a99ba5606806c04	138
256577c8d65d2aa52096311597430b48	138
1995e0233e19acf55233edf5e391ac29	138
c2f0923e3d4c256b0b14751479c92e74	138
d2aed7d4fc6f96813174f0959f651a4f	137
422dd42642b60960110e96cb8190b234	138
d7362a79217b6fccd064fecda9f32080	138
db107da3113db30d2983fc3b3ebe815d	137
c8fbcf11e67ed12cff46755732aa641e	138
c763ab11dacf431b163b85c167c7a773	138
8965f2beaab3d0904c4d5dca8465cf74	135
cf0242f5eaca4da84c0cb10a92ef8d51	135
a63f60a7af8a723d8237cff43d7462a5	137
807e135395fb7296c9062d9a1ae0885d	138
16e894e0ee7eb92325931326f0089880	137
a350af13cb98646480ebc5f17bca655b	138
72673f0c9f18390e9ec54ed75d54d41d	136
f89e489b1cbe5f8ce70f753f205aec15	137
a5fbaef00ccbb135d41300af28c5dbfe	137
c056007d5bfcea753970b511f729f088	138
f2f8f17e1fdb6c3100d3851db0d710ae	138
65433293e2aa298d880950447c55659d	138
06f8cf26bd23c57031f8a4a018fc919e	138
76b0ff4e86fb1f106b918e300037f71a	138
c4dc772ab119a22968e9fa309c7af6b2	136
15406952c0336715d18416987114ded0	138
ba55854faa2db6d84ac6240a3b60993c	138
a68b3ac47f3f9c66b979672a36b5532e	138
ea803c815b5ddebc5dc5e31c643b3790	138
abf0f534fa3d26a9e790a641dfcb961c	138
93a225d9f9bc1366d59d992c9f499b3b	138
98d5ae476120f0e34438decf28663aa9	138
4d9b0d9944b1a0261781d4c387ef9445	135
99bdb26af3624c9870ab1a8b42b918e4	138
d829029698cdaa27daff70fd4c95d701	138
75e42cb41e568fd6b59dcfbb209d03b9	138
df0b82730d9e40adf1790040c19aca08	138
ca11509506de8e3cfb3b2483b27600fb	136
630147481ac92b320c39e8ad32abfc34	136
b50c060da894bedea079827881d7c10d	137
8410ba336ceefd5aeacfd7ffdeae7edf	138
c9b7ff16ded5e84cc9dcb1c4e47e1e81	137
ea8c9fc7919da535a922f02198b5b3c2	138
99ac6e63d502a33d9299961b086d8330	137
0902686a84c4b272c95e3aa7b616424e	138
b820dc3a952b336c2e98a970848a8d7c	138
389483c0b808337a500f656926e47dcf	136
63456462399eb2b7f7afc208e06123f6	138
fcd7612514ac86fea96cf5ae2b71c4fa	138
c80d52c94017471c50d804c70ba870ef	138
7146cefc8cc81ae628f2a6e9f8cd6a00	135
6d7d232b7d5ca99191c189e59ce03c08	138
ca639908cbf58f49513df0329d68a266	138
d43e6f78fd07ba6ef19751d326b80803	138
69d131e5b3167f4bfc6a2c38d1cef8d7	138
7acbc52b6ab8e75da9a7d50634efc3c5	136
af8e5c28a6d26fd56d8b02227f711356	138
f21574d8093d59918d6b57ce5caef6f4	137
86db44206a2e7a6f1d9c139f997fd6f9	138
aacd153e309c5e9d9090f64b080d130e	138
a3c9e3f1d47ff30ce1288e8222e21e05	138
40c1a75b71653967e339d1524313a6f0	138
98186f018035286535bb0f8f5c3338a4	136
3932ea8f510da2b9c642b7a927b3a77d	136
7297e4a6bf4e46a5bbb1cbe2b7e412b8	138
18668569d519690890510e43f3ded475	138
ecfa61fdd45821006b348205c162820d	136
d2267e0bfd234ba18dbd94aaa2b826aa	138
d0ab767d82e1eb6474483811fc6afd68	138
4fdd90491cbcbfb5dc9907159bb0cf9e	138
ef109b0758815699f861dd1376094bfc	138
01add1e13b037c479eee31b53da21f1a	138
072c355eac611a22160c36753f4cd4db	136
014000010695a75990a83f930ea025e3	138
2cbd92a77448a239d430d8e3d1d502fe	137
30f407db76d5dda0664eee0fdbeac706	138
874d5695765ffc0ccf343147405ace94	138
9d1e999063ee73272df1a9204440a172	138
452f066129832307ed8cac7a693ee86d	138
aa4de004a366ca821c02bcfbc99f14d1	138
0117f585ec06482b2390898272129cfd	138
05a3e4cedc5d2207cb7a5bd5dad81043	138
2bb3333f79b4c73f7621a996d9aa4ca5	138
db8a954dd5f04d8acaaa63a4fb85192e	138
67ae11504cddcd0b6e4d8817c0549061	138
89a049d5872b21f9276046e90b382118	136
8ca964e618c1ff061da519ab4b8dc3e7	138
c462f5c10550452fe80084aa2bd62a81	138
966107dd218b7a0d82ed401191311374	137
1eb3f3544adb1c5d8d9016c7f63a4084	138
891476a0c558977728267b2e4bea11c6	136
9b2bbe450f4b08871de63d960b411d1a	138
71ef7e497ab2f50b93fddaa68d454a47	138
50edfb88e06c6f3788ea6eafb21869d5	138
a44e97355c8142d348d329d8032bfac6	138
2f8d2c3548b1e1eb8a8374ae56814f07	138
58d3dab3c3307c04227446b9bcf5392f	138
13ea5110cdae0b0ab48a0968accf8d52	137
e34be3e7f131c09449acfafe56700510	137
8a79934f6c7c44e3edba411d202f95af	138
541c93c19ed4fccb416f3abf7dffa89d	136
c89b29ee9a2e65421bc4e19a45b58773	138
80ed80a2b80ec8e34fb87b5a7dabcde1	138
b81ee0700da7e56f9e40c96c489085c8	138
655e2ca60dc955976e686350c167e12b	138
2f4177f9e9690ed59876c4b746fed05d	138
df095bfc959c018f828b6218fccd4762	138
ff49868a7a495a2f53d0541998628356	136
cd7cfa7c8541928184d313c2bdb5e303	137
9279eee429042a450a9ac4e50795bc5f	138
c8fe6a03a6d6378ae05ca8039238503a	138
cd7bf37cfb79a8cebaae3d21787d9659	138
97e58a7cc159600909264c8bacf83058	137
8e6c9611239691ec81208aa37f8cc5b9	138
373b68683d8d4f8b4b3647b541c32e65	135
1b1fa3135772bb24afed789b1454fbe5	137
974f3db8f927687ec221255fdb74cd36	138
308981aa75d6807cd4b6ecf88dd14fc2	137
ccbe9f8886406b00c79326d7758caf42	138
e92b0051c44187920946a87604db9e61	138
00e635d2622a3c5806eff4dbf1580cf3	137
95e7f194d4e238a1fcf8861cba7d6ab4	137
70223596595bea9d58fa31104209e8d3	138
1ec146b8714aad307b555ec4b58445a0	138
ea8618606d29b240c64879355c549540	138
54eca4affdf75a803acb5966d0d8d1d8	138
13810116bb62476aae0cca737895cb00	134
8d7af8c3f9c72d12ac3d81239c636d94	138
7595ef2336c13dd58d96decac4e83999	138
dffdf61e36f8e94e5c214957f70e8f6c	138
4b0ec00226099202ba9d2a6fbf236290	138
619e7d2831590dcfeb1aeaeddcd09ef2	138
ebf6bb1d169ffbc86fb0178bbc2cb82c	137
b63c7060103263d4ba4f0de0f899d487	138
5a80618c6323e20b181dfb5a9fbd248e	138
342f72991d15425c5c52ab0aa75db3be	138
499a7993934fbf8db488f1116f8000b6	138
4ed00d327fb48d1ac34dc99a700230be	138
210ffe2b2094200d1d36faf1c56a3383	138
3ffcb2c1e5007cd6da852e7a1041e633	138
1e5d66f141f638662fa4b7d384f26ea7	137
2e7e3077f025ed46be12fd826b6b7c10	137
b60c8eaf53f832d766cf5bb8c692fb00	138
1619a94b5a7b72d6cda16369f6864fc1	138
24d3d37705b15dbe62497c595aa66888	138
62a212fc1282e8974cb031cf90a47d6f	138
05988b4b175531e134718d350c9e43db	138
01b4e360658bf751e1daa5e894563e33	138
025f05b7235d4c847e0547312a40398e	138
3c96f106ad29087b955807a12d8375ce	138
33dcf97dfd4a07bbc43bd5b2d7fe406b	138
5908ac33a4f16501e8a1fed5f917cd51	136
b00f77a18bb57cc9867c56de14773eb9	138
6cf128d2d64abb561ff7e73a163aaf4a	138
0c39edaac9ca913065917d7eb02c013f	138
dc3281f0261b9d59ce96cd9c93e1c54d	137
9d53a4983df1a2b0152b2051ee68053f	138
d3f23f4bec1c4ead53eca8490a336c84	138
39620b63d0f96496f9f686368f154de7	138
e12d9a75e97b741d91d747d04307bc84	138
8bb56e58bd3d3efc368d269f1cbc23be	138
01b6474360bce78f9fd02d8b03a2b66b	138
23eb431ab98af755cb907cc2890e1bdf	138
5a4f27e7776ed65508e653676e768361	138
867e02a5e1894e63cf410d93688c1cea	138
0270551c76bc526d4f6f0d40d59c8d1e	138
9425cb429664bb50bd8aac47f93d46ff	138
7e45d483dac06295b3be944d0c44e01f	138
60efb8e049bdb8ed8e04d10bc0a5320a	138
33a29adce99cb1912af9a3c7c6591f86	138
055bf479e9c3836dfa46931b394e37b2	138
86ca0397da87cf060cca4629b5ffc1cd	138
91ce2b884840085658515ad24d89e6ba	138
0e5c0db8edcdb0dac42f16e61fe2e4d5	138
35b3ffdfcf4b5d15a75e9c2011e7dc83	138
baad52a98125197143d165a5eb4f9eca	136
9428e50e4750656369a72ea5709999be	138
02462217cb3a954860ba3457726009a4	137
3a505d12868844b419643da6c3b151a6	138
cfc21c955a5bf008bccfa22c20217b96	137
e346ab5f821aead0fd271db502c69507	138
2b1173f594bac22a7f7675e6458c1297	138
058aae7b7c4ef6e474ea23e1cbafd8ec	138
55be1fffac7bceefb6f0fcafae385612	138
0b0853592db85531ebc2fab93bec5cb3	138
033195df82123349fd938828d2fa0189	137
36e718ecec3c553dc2822b13a6e318c2	138
9dbf8571622b39bab61b6d0123cfc3bd	138
3ae4829ecfe53511c4320a767ec26a7b	138
9cc6d2f431b06b32a3068c801418fa21	138
d635913bbe8e2d4eb045a1f983b11a15	136
aa22e012648b090491f7d7272718e8ac	138
c3c7c81d1f9fe6285a5d55134d1a46b3	138
9d972db76798fa424abd48e212d124b5	138
2124610923b4d9a2cd00401fa15ad171	137
aad435cba8ed563a75b2354e63342693	134
3635bde9fb3ea278f3b61123a55ec956	138
fcc23833c451edc9db93b9eba2a6a966	138
9b47242bf6600b521a22f0ac08f9ca1f	138
576cc6abc216afd14df5f0486a073ef6	138
9f268123d2183f9769ddf229c2227919	138
9e5c43ae0e938b9e0c78e23046fb41c4	135
b5d15a19650303da3ff6d90a40c7e2ce	138
871055f6aaf65a97eb806236e85c3b20	138
46abee649bef23ca9e77db5f0fe2c3cb	138
c846f65a7a598e4ba27397e96a040689	138
942fbad9f0104da5db4f322db39e27d9	138
4646670b12da4235264775eddc07d5ce	138
db086f4e6cf33dc3b32cfd5146baf3ed	136
722d1362c2bf6f116e0747270dd5d18f	138
431b1b03d63610e0e154e560a327fe01	138
c6f5055e8c4d4446fe866b9aba7a237e	136
092b3336b8e9c1927fb5436030c18d94	137
990bc44e161b02ebabdbb1985b39e00a	138
5d0802a09ab7df57fc7c0ec70999e4f9	137
c69daefe0a1658afbeb0052a5f1db84c	138
a47093ff6d93420c4c1df592022ecb99	137
6aef145da4e8aa237351f6a121556d42	135
39d75e9028318ff1e0b539eebc548266	138
4b62f6b9c4f1841c578d98fde2b7e420	137
1cf686f23b40bbebd33aa3a57c085a7f	138
58dad739f6ed0419149eef2a7e50862e	137
bf734d80a6d45fa27c10383c5483161d	138
a6c51613e72e657b80d5f90418f49f0c	137
c266669d690c41842d2488350c4e1b9f	137
199ebeb0b4508822b6e6659ed2d0e21c	138
8be4b2539a230d468b256f2a419b0d6b	137
96c3119fa2b74002d4ca159b92f674cd	138
ca19eb75c734baebefa6605aec369ec6	137
9d2d952bd83cbbcc624b67f3d7c578c7	137
1785d6171f999a078af8b60c2d03277a	138
6508e5fa0fc50db22779fecca7a4f3bc	137
87ee2ed75745f767af7efd0985b3c30f	138
7c480637b711d7d3dcf9d2f4006b14fb	138
9aaf225984d9f90057825f3f14c4784f	138
54c8085e3c2fe680172236c74ddb5169	138
4bf266add563003539700dd160584e24	137
bd108b144927d48ad1fe3bd028b48500	138
95dc0f0466a016f52900467e2957b239	138
815207c9b4288464042f54cc8b5ad16a	137
a2cfc1729d440badfdd050c7546cac4c	137
d688870c1795369635004b38436a3b2a	138
7c78cdb665bc0138d6d1ad79c15bbcd6	137
22fc27e53be3362234b126932a20aca7	138
c561cb98fe84177a4d146025adb99e15	138
b9be45e1c4eeeac61323789a61b2aad2	137
b1cf182d9fb3aace4c8073d2a8977e9e	138
7dc5ea68ee21b10837887425495ce31c	137
cda072737312621e9a1044d191fffff7	137
7d8bf962561485d07147d70a89020a1a	137
c79d2f15a64df9c9e7a7aad4671dc333	138
60eae14c4460a874cf83c660b6dbb6f6	137
2078b3af9cc907cb8e9235907967d053	136
877020ffece9a06ed15b88ee43de1d9b	136
ace1c563a3f09c39f0686d2197a75cff	137
938f91cc07d890178d73f786d0b3b20d	138
1f4e441f67e5dab88a233b8c9e5f03d0	138
f22da135c1a9752daec82c5052def963	136
ebdd45840c96ba90f89e8385afc3076e	138
d347493f7041bac78c6c1c5f90389466	137
cfa272c1a2511f689d915675e74f7707	138
f3a5c6c76fc6be13e54425386b484a43	138
50eb77880984ed1f2b9e10ce50f3db90	135
8179c84abd92bf15828aeca750557ab8	138
6412505d246b20f33e9c7003e518497d	137
0ec60fe8b132621e194afa1068237faf	138
0a047250a00411deaafa333180cb1fde	138
ad6952902cd3b81c4f89fcb1c5542190	138
2c1ab36d547dc7e1a2942bf87f427ebb	138
7062f1b32d86118241df5085b4f61cf2	138
718b3f50164a3eede6a8b0e8fbf5d720	138
63507e90e1ebb7c8c239ed1e8d802d9e	138
28589f1771e79d110ee8c6aa26957e04	138
0be0765bf8a67e96206ea2bb3bcfc965	138
1eef5167099ab1db650339a80da0ace5	138
9ce627ea73f094147fd717d92fd5cae8	138
50e0122fc497db23d6a95f5e47b9cd5e	138
307b09e36f5b4ac478b2f03b8f580077	138
ffd18bfd0004c3425938d246d6280e41	138
d05b511cd779a614e37549493fdca893	138
e96af8a4e182183ce4285975ffb18eff	138
5d19232f4849e8fad85f14ce245b829a	137
fe58b7cc4c4d055fad540c1824be6a57	138
b6350595efbf9fdf283b9816477d3c54	136
73f7870fddfa826dfa8e272769e390cb	137
35ecf0b8cd8930808e16f062e3919164	136
52c8921f1c217767f73997c96513efda	137
fdc4991daa25322722b81f0afe02c9ed	138
d33ea089032d0f6862c5be800f56c562	138
f01125efd5c6135ea9b52609315d7216	135
fa9c9e0f7e1ac12b540fa707e2c4b298	138
3a23f374603eca9c1b2de986b9a23c4c	138
3bd3d78cbdd2f18f8c80f9015b83b593	138
f3dfc657d300f5a9ae89bd8efc5606a2	137
1826af281b4648fd86c02495d8482a0b	138
158ee26d7d4b831d7acaf6d632920fe8	135
59df80a571a17ce098caea23d40d7596	138
e4298cecfa04c5db06b14a2c70f918cc	138
e8327d276965916fc7e78eb0cc0dd239	138
ea7428226b25feb3aafda61251ac206e	137
506629d72dcae9dda1b764c014f305ce	138
f2e85bb4af526bef516127b58c451c40	136
cc8ee3b76f4b27d48907a1ef5ee960b6	137
52e05865374c1db7aa2568545ab82ea6	137
8fc38500392694af0c286d8ee013f234	138
0fb573e138439154eb50dac058b7a713	138
b11433d0acd6718e32b397a263469d65	137
e81ff6a7dc13d338c6e48c5c42eb994a	137
48ef3ea77e3a8d8c4881f2e2163e64b1	138
780cd2c1caa06b33e6fa0f54fcb551d5	137
fc3636edc40cebbd0b7f3bbb78686fbd	138
e478185e60347b2c53c81f59388ba616	138
f2746052b06625e29ad9a415b598f001	138
3d4662db9f00016b236d97fbf4465676	138
8c3a7cb9d7e8e4d63121c375b8f2a70c	138
46bdb7090aa305d2f55aa3d11f7c04b4	137
3b643d91e2cb1ab4a627c6f5ab8496b1	137
f8a4f5fb4d0ddf3aa02b50ccad2ee876	137
6b39b15882f1837ece5831eeaffd032e	138
c259efb942e2d67c0b0c93d2979393ae	138
182af6dbc63306919090accaf0e2fcc9	138
d0e9080840651156cb5bdf876ebbbdc1	138
6901dc7312b0d9a14945284d464dc767	137
ffbf9953fbca52e4b0ebbe72c1103a10	137
1ada3feb7e9431d6b351c1be75983e1c	137
0a1f539e37caf179e6f414fd8d04bf9b	138
a7baa66bec3f4a1e1850c42e7ece1568	138
f336101deab7f2e33ba6a5140f2ac0bf	138
f24df92ebad2a441e60b122545885d61	138
0b5d1c1521f8b0084e5d707154f01ad2	137
315243c166498a03eb406510666f4511	138
9b80564a0d5284a18d1960c42445074a	137
803ccbf31d03a7823aa0d8582689bd60	137
ed60770a909c9b6aad6876b6384f78c3	135
2a9106d18a70114623b8951bd1fcb9e8	138
2156a27ba4634b965fcc9289db177f74	138
19c4ddce73c1873db49622b987481519	138
42c766e73ac31d6bac8b027e832592a2	138
4921c79023bbdb0219bbfa377b31c83a	138
6fe40dd365f8e8a6ef8aa3ebb6ab615c	137
8ec583d9e4b98f9d2a40aead5aa4590e	138
d1a2b4cadc41e645034a69775af02fb7	137
8a15369a2942ef367f980aa01f526aa9	137
c43909ded81ee9ed7a86e717a8a2c15a	138
29b2fa352ac522c8d1c5fa960cc67495	138
90b9ddac794d52db451d3c503d3c15cf	137
170b62fd0f3158b66011c0aa35be09a3	137
b5385d1fda19068475ce1093da617a8b	137
1a7c5d63193f5e7c072eb4beb6b8b5db	136
d07876fd4b44073532478b6a98924268	137
d7e835d99583880e775a34b38880f86e	138
c24d09ce37f017af15a8816ce2e67cba	137
85fb8c25679354d19cd2f8eb1314fdee	137
1b59eb2cbba2fcd3ee200bc563a9235c	138
57ae1a1c1dd4e31e6ced34620e979b68	137
556de1786e3110caa38ebd0ab83bae90	136
4e1bd40ffe7c489328572887c20da753	137
14b578065c63c0b4b1bf3d6ad8da52e2	135
fbdf5d135e3d34eb87440d1e3ffc188d	138
99bed5d3f48db5b08d2b98fd5307d917	138
ee03968604de6568cda388f5cc9464d4	138
bbafd93b5e688a090075cd932a0f9dcc	137
5d3267b2932f2c2f4929dca5a8624de7	138
1a5322fedf7a11e19fadebf28b7a58b6	137
59b98be43aa7e37b3a242d71e025fbd5	138
583c4e6c370cd265b33a538f28b867cf	135
080b1ef6b6c2ea934d4e041f3c1edc24	138
0f796c343d977be4339f5e134b34113a	138
396c8d568352d69b1df54e26a9cb2098	138
4c7ebefd82703c118e1c2b7152fd2a0e	138
fb085b627e33864eea1caa56ce5ba91a	138
80c7b265444c0b531f12c107841d1324	138
91122a1fe27ba63f00bd70fc4321db55	138
ff2a4b75fe0e990255f5e36b9138ba6e	138
aee9d7e12032b798074be67a0242dc6d	138
81b3b2a64287f7bb756415a0a45cdfbb	138
468b0e5b1939ab09a0ade38b3570cc28	138
07f50c0cc56155296e409d8a2ada423a	137
2fd238450c2a03b4961a0f1d5aa4e4be	136
344517f48be65efa0762baa2e1be66b5	137
d87d3d4c73f10065f76f40be032ac09e	138
735c8accab17b7ce4a05e35fdb307b71	138
646719af937d4d3962076283a004a53d	138
cbfc7b8b6c3d48c6e9343476b8bb5016	138
d740c54f3d855cbe0b6354012d6bd83b	138
2fc72f6529b67f4195829d847fc7e908	138
b91db771d13316fe04e0b093b94aab27	138
88202135e1414354e95c8cdb29879ba3	138
f59b5e5dfb1e7b9b50b29bebce0af029	138
2e499b62b9c7c388374c549db8a1c44a	138
408137e961f1b7300479dec16db80921	137
4cf7e979f844c362e9037a77a2d16b88	137
7dc616e281047e9726b9adea87c0ad8b	137
b43acf6ee871d6cd9beb2ce0f3883259	138
a05afcb2a2c893d013d06de159e32193	138
bba2859f9ff1c73aea6ec63394b82bec	138
3c22883241383ec933e3ba1cffbd20f1	138
a5002423ba4d92309e8de450414049c3	138
8408587ee2ace0d60811dfc7f9f4079f	137
86f82904073e8fea3af4cbf90e738572	138
cb60136cc04b98ecbea0ec7ddae58d86	138
043e144cbfe1d47dbd1cb6fed7cb2adf	138
1c0e1bea8cf9a1fa2d5645caaca450ae	138
7cf33e3b209eab1bcb1c7129dc171c4f	138
2cba5a5b8da7a388716be2ecadeabff1	138
e489c9a80375fd1a92c121401f384cec	138
38736ab34d5c2285ae10a2d1db9ee2a5	137
543468b93dbaf09ee652881bcd1b1ec9	138
d57dbab6101d4183352d735c5fb277bb	138
e6809ea9beb58b6ceaea8edfb52a502d	138
b4ba010f9ba050bcb2ca0c8572bc818f	137
64a63eb539c5adb86f6f3e5588687d1a	137
eff1630ced210ff7787afdce4f250f24	137
19c04bbc00b802694b1c22c48159a1bd	138
8e4a39e7ef556b3eef8e5b4d1ee65609	138
a86524e0e3e9c45ba3405038f06aca76	138
dc28b3710b5b98d8168e236252582f4c	138
fbc4937520b60993c9eab184b4a84f3d	138
012041e235acfa0ea43b6ab336960914	138
012c9cafcd86719b26964adacac86d6a	138
5361c8672850c58f617bc2643013ab12	138
c8f15f3a8e4fba10e5d6a137863a28cb	138
eb217134351450481d948b0e62c758e0	137
fbbaa75f6923c8d387351ff74d4ebae4	136
f5da8cf060f10013ff7ae64e3eeaacec	137
1487e84fb66788e2db7477f91cdd877b	137
e4c462bd09cc6f2377a1d3800d0c4c0b	137
7ee49d99fc32053a6c2c1a007946a2c8	137
2056e24607450e2b8fc44a19fd004ddd	138
355c8f44c24f742030812b4fba8c41b9	136
022db76eaaf245bfdc6a3576771ac9b3	138
